candidate_id,base_candidate_id,target_horizon_hours,decision,reject_reasons,pre_may_pass,post_may_eligible
a7o_l1_C0336_1647__A7R_H72,a7o_l1_C0336_1647,72,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0336_1647__A7R_H96,a7o_l1_C0336_1647,96,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive,False,False
a7o_l1_C0336_0580__A7R_H4,a7o_l1_C0336_0580,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive,False,False
a7o_l1_C0336_0580__A7R_H8,a7o_l1_C0336_0580,8,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost30_recent_nonpositive,False,False
a7o_l1_C0336_0580__A7R_H12,a7o_l1_C0336_0580,12,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0336_0580__A7R_H24,a7o_l1_C0336_0580,24,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0336_0580__A7R_H48,a7o_l1_C0336_0580,48,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0336_0580__A7R_H72,a7o_l1_C0336_0580,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0336_0580__A7R_H96,a7o_l1_C0336_0580,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0337_0774__A7R_H4,a7o_l1_C0337_0774,4,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0337_0774__A7R_H8,a7o_l1_C0337_0774,8,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0337_0774__A7R_H12,a7o_l1_C0337_0774,12,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0337_0774__A7R_H24,a7o_l1_C0337_0774,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0337_0774__A7R_H48,a7o_l1_C0337_0774,48,A7R_HORIZON_HOLD,residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0337_0774__A7R_H72,a7o_l1_C0337_0774,72,A7R_HORIZON_HOLD,residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0337_0774__A7R_H96,a7o_l1_C0337_0774,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0337_0969__A7R_H4,a7o_l1_C0337_0969,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0337_0969__A7R_H8,a7o_l1_C0337_0969,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0337_0969__A7R_H12,a7o_l1_C0337_0969,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0337_0969__A7R_H24,a7o_l1_C0337_0969,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0337_0969__A7R_H48,a7o_l1_C0337_0969,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0337_0969__A7R_H72,a7o_l1_C0337_0969,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0337_0969__A7R_H96,a7o_l1_C0337_0969,96,A7R_HORIZON_HOLD,residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0337_1745__A7R_H4,a7o_l1_C0337_1745,4,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0337_1745__A7R_H8,a7o_l1_C0337_1745,8,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0337_1745__A7R_H12,a7o_l1_C0337_1745,12,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0337_1745__A7R_H24,a7o_l1_C0337_1745,24,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive;may_residual_funding_negative,False,False
a7o_l1_C0337_1745__A7R_H48,a7o_l1_C0337_1745,48,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0337_1745__A7R_H72,a7o_l1_C0337_1745,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0337_1745__A7R_H96,a7o_l1_C0337_1745,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0339_0774__A7R_H4,a7o_l1_C0339_0774,4,A7R_HORIZON_HOLD,cost30_recent_nonpositive,False,False
a7o_l1_C0339_0774__A7R_H8,a7o_l1_C0339_0774,8,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0339_0774__A7R_H12,a7o_l1_C0339_0774,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0339_0774__A7R_H24,a7o_l1_C0339_0774,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0339_0774__A7R_H48,a7o_l1_C0339_0774,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0339_0774__A7R_H72,a7o_l1_C0339_0774,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0339_0774__A7R_H96,a7o_l1_C0339_0774,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0339_0386__A7R_H4,a7o_l1_C0339_0386,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0339_0386__A7R_H8,a7o_l1_C0339_0386,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0339_0386__A7R_H12,a7o_l1_C0339_0386,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0339_0386__A7R_H24,a7o_l1_C0339_0386,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0339_0386__A7R_H48,a7o_l1_C0339_0386,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0339_0386__A7R_H72,a7o_l1_C0339_0386,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0339_0386__A7R_H96,a7o_l1_C0339_0386,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0339_1454__A7R_H4,a7o_l1_C0339_1454,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0339_1454__A7R_H8,a7o_l1_C0339_1454,8,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0339_1454__A7R_H12,a7o_l1_C0339_1454,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0339_1454__A7R_H24,a7o_l1_C0339_1454,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0339_1454__A7R_H48,a7o_l1_C0339_1454,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0339_1454__A7R_H72,a7o_l1_C0339_1454,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0339_1454__A7R_H96,a7o_l1_C0339_1454,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0343_0967__A7R_H4,a7o_l1_C0343_0967,4,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0343_0967__A7R_H8,a7o_l1_C0343_0967,8,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0343_0967__A7R_H12,a7o_l1_C0343_0967,12,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0343_0967__A7R_H24,a7o_l1_C0343_0967,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0343_0967__A7R_H48,a7o_l1_C0343_0967,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0343_0967__A7R_H72,a7o_l1_C0343_0967,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0343_0967__A7R_H96,a7o_l1_C0343_0967,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0343_1842__A7R_H4,a7o_l1_C0343_1842,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0343_1842__A7R_H8,a7o_l1_C0343_1842,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0343_1842__A7R_H12,a7o_l1_C0343_1842,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0343_1842__A7R_H24,a7o_l1_C0343_1842,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0343_1842__A7R_H48,a7o_l1_C0343_1842,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0343_1842__A7R_H72,a7o_l1_C0343_1842,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0343_1842__A7R_H96,a7o_l1_C0343_1842,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0343_1356__A7R_H4,a7o_l1_C0343_1356,4,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0343_1356__A7R_H8,a7o_l1_C0343_1356,8,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0343_1356__A7R_H12,a7o_l1_C0343_1356,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0343_1356__A7R_H24,a7o_l1_C0343_1356,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0343_1356__A7R_H48,a7o_l1_C0343_1356,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0343_1356__A7R_H72,a7o_l1_C0343_1356,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0343_1356__A7R_H96,a7o_l1_C0343_1356,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0350_0372__A7R_H4,a7o_l1_C0350_0372,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0350_0372__A7R_H8,a7o_l1_C0350_0372,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0350_0372__A7R_H12,a7o_l1_C0350_0372,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0350_0372__A7R_H24,a7o_l1_C0350_0372,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0350_0372__A7R_H48,a7o_l1_C0350_0372,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0350_0372__A7R_H72,a7o_l1_C0350_0372,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0350_0372__A7R_H96,a7o_l1_C0350_0372,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0350_0193__A7R_H4,a7o_l1_C0350_0193,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0350_0193__A7R_H8,a7o_l1_C0350_0193,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0350_0193__A7R_H12,a7o_l1_C0350_0193,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0350_0193__A7R_H24,a7o_l1_C0350_0193,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0350_0193__A7R_H48,a7o_l1_C0350_0193,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0350_0193__A7R_H72,a7o_l1_C0350_0193,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0350_0193__A7R_H96,a7o_l1_C0350_0193,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0350_2036__A7R_H4,a7o_l1_C0350_2036,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0350_2036__A7R_H8,a7o_l1_C0350_2036,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0350_2036__A7R_H12,a7o_l1_C0350_2036,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0350_2036__A7R_H24,a7o_l1_C0350_2036,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0350_2036__A7R_H48,a7o_l1_C0350_2036,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0350_2036__A7R_H72,a7o_l1_C0350_2036,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0350_2036__A7R_H96,a7o_l1_C0350_2036,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0355_0565__A7R_H4,a7o_l1_C0355_0565,4,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive,False,False
a7o_l1_C0355_0565__A7R_H8,a7o_l1_C0355_0565,8,A7R_HORIZON_HOLD,cost30_recent_nonpositive,False,False
a7o_l1_C0355_0565__A7R_H12,a7o_l1_C0355_0565,12,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0355_0565__A7R_H24,a7o_l1_C0355_0565,24,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0355_0565__A7R_H48,a7o_l1_C0355_0565,48,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0355_0565__A7R_H72,a7o_l1_C0355_0565,72,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0355_0565__A7R_H96,a7o_l1_C0355_0565,96,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0355_0290__A7R_H4,a7o_l1_C0355_0290,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0355_0290__A7R_H8,a7o_l1_C0355_0290,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0355_0290__A7R_H12,a7o_l1_C0355_0290,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0355_0290__A7R_H24,a7o_l1_C0355_0290,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0355_0290__A7R_H48,a7o_l1_C0355_0290,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0355_0290__A7R_H72,a7o_l1_C0355_0290,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0355_0290__A7R_H96,a7o_l1_C0355_0290,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0355_0756__A7R_H4,a7o_l1_C0355_0756,4,A7R_HORIZON_MAY_VETOED,may_residual_funding_negative,True,False
a7o_l1_C0355_0756__A7R_H8,a7o_l1_C0355_0756,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0355_0756__A7R_H12,a7o_l1_C0355_0756,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0355_0756__A7R_H24,a7o_l1_C0355_0756,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0355_0756__A7R_H48,a7o_l1_C0355_0756,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0355_0756__A7R_H72,a7o_l1_C0355_0756,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0355_0756__A7R_H96,a7o_l1_C0355_0756,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0356_0289__A7R_H4,a7o_l1_C0356_0289,4,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive,False,False
a7o_l1_C0356_0289__A7R_H8,a7o_l1_C0356_0289,8,A7R_HORIZON_HOLD,cost30_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_residual_funding_negative,False,False
a7o_l1_C0356_0289__A7R_H12,a7o_l1_C0356_0289,12,A7R_HORIZON_HOLD,residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_residual_funding_negative,False,False
a7o_l1_C0356_0289__A7R_H24,a7o_l1_C0356_0289,24,A7R_HORIZON_HOLD,residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_residual_funding_negative,False,False
a7o_l1_C0356_0289__A7R_H48,a7o_l1_C0356_0289,48,A7R_HORIZON_HOLD,residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0356_0289__A7R_H72,a7o_l1_C0356_0289,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0356_0289__A7R_H96,a7o_l1_C0356_0289,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0356_0949__A7R_H4,a7o_l1_C0356_0949,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0356_0949__A7R_H8,a7o_l1_C0356_0949,8,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0356_0949__A7R_H12,a7o_l1_C0356_0949,12,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0356_0949__A7R_H24,a7o_l1_C0356_0949,24,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0356_0949__A7R_H48,a7o_l1_C0356_0949,48,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0356_0949__A7R_H72,a7o_l1_C0356_0949,72,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0356_0949__A7R_H96,a7o_l1_C0356_0949,96,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0356_0180__A7R_H4,a7o_l1_C0356_0180,4,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0356_0180__A7R_H8,a7o_l1_C0356_0180,8,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0356_0180__A7R_H12,a7o_l1_C0356_0180,12,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0356_0180__A7R_H24,a7o_l1_C0356_0180,24,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0356_0180__A7R_H48,a7o_l1_C0356_0180,48,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0356_0180__A7R_H72,a7o_l1_C0356_0180,72,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0356_0180__A7R_H96,a7o_l1_C0356_0180,96,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0360_1551__A7R_H4,a7o_l1_C0360_1551,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0360_1551__A7R_H8,a7o_l1_C0360_1551,8,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0360_1551__A7R_H12,a7o_l1_C0360_1551,12,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
